instances,feature_PIC,feature_POIC,feature_neutrality,feature_lostrictmax,feature_lomax,feature_lostrictmin,feature_lomin,feature_yskew,feature_ykurtosis,feature_sqrDcorSASp,feature_sqrDcorSRtn,feature_sqrDcorSSp,feature_sqrDcorSARtn,feature_sqrDcorSASpRtn,feature_sqrDcorASp,feature_sqrDcorARtn,feature_sqrDcorSpRtn,feature_sqrDcorASpRtn,feature_sqrDcorSSpRtn,feature_GX1,feature_GX2,feature_GX3,feature_PX1,feature_PX2,feature_PX3,feature_EX1,feature_EX2
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-4.7630224814271985e-08,-3.873961376803892e-14,1.0,0.0,1.0,0.0,1.0,,,0.02988461336166617,0.003054030676045628,0.9719905619353102,0.0011016416635630443,0.001101675265515864,-0.00034365646699101955,0.0010196818070590506,0.0030666255980948275,0.0010196580900327732,0.0030558597169635486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,0.8298334093441293,0.03341551748206939,0.0,0.07,0.07,0.11,0.11,-1.852792265393748,5.68516741231784,0.5441917353113521,0.13866566713753015,0.9821563506100708,0.072920627030505,0.07301922552552657,0.0027653419929497937,0.0016266645357246232,0.13620005209522384,0.0016268433320485176,0.13881924630033887,0.7490139844909942,0.9592317285752556,1.0,0.7619559492881354,0.8166516262672651,1.0,1.0,0.9725773817929539
CartPole-v1#18.62#1.3#0.01#0.65#13.0,0.7245026115820974,0.005975001195253349,0.0007023809523809524,0.08,0.08,0.08,0.08,1.2214318366412855,0.6625863351261034,0.7979012738826337,0.1284181684226073,0.8467848326457262,0.09794552788159985,0.11564992567309208,0.10234775139656127,0.0009222238493663315,0.13370737328393748,0.0030091955840784463,0.14712818668621386,0.5538863624483821,0.8067325283571166,1.0,0.10311995173125205,0.22625975593141162,1.0,1.0,-0.0
LunarLander-v2#32.85714285714286#1714.2857142857142#1.7,0.46481836227456585,0.019951180749084862,0.0,0.06,0.06,0.09,0.09,-1.085247119743169,3.2018300570085216,0.8230701216776474,0.17041605044297714,0.9973787602284411,0.11965168689946173,0.12016413019415756,0.0008071398155361396,-7.962045149682478e-05,0.16898898729371747,-7.903982470430393e-05,0.1710287286116456,0.8668456476571136,0.8787769060818824,1.0,1.0,0.9542816433029954,0.9729519621197517,0.8850394954842958,1.0
LunarLander-v2#44.285714285714285#571.4285714285714#1.0999999999999999,0.7157728152032994,0.03692221617217217,0.0,0.1,0.1,0.11,0.11,-0.7464093883584721,1.7952770149428705,0.5378320920619375,0.10614480174955311,0.9904894053874853,0.05407598365505195,0.054252977534055315,0.003548366236552865,0.004811435619820818,0.10704439629009953,0.0048142996993029595,0.10643962335553658,0.5506414246187049,1.0,0.9135366953072446,1.0,0.8893620121347416,0.7748055158045181,0.7404037241528572,1.0
LunarLander-v2#50.0#1714.2857142857142#1.5,0.34956410845719477,0.0049356331469450065,0.0,0.1,0.1,0.05,0.05,-1.154770491628256,1.8226553514264996,0.9426584319623771,0.17762637049748836,0.9915135441479821,0.15789297229627106,0.15855860535416558,0.0009088888420811472,0.0009474997824519472,0.17892454868419191,0.0009493369299837371,0.1783207875602309,1.0,0.7447920001953178,0.4717161226525895,1.0,0.6189471367892788,-0.0,0.8434308647736446,1.0
LunarLander-v2#15.714285714285715#2000.0#1.7,0.8604732584559471,0.018803994323976725,0.0,0.08,0.08,0.12,0.12,-1.5476425916885368,2.7409918825215946,0.7489760705750362,0.6936921536132442,0.9844676103923348,0.5355485443015394,0.5357748961166128,0.0002662236420182035,-0.0001264708919634104,0.6774982253741082,-0.00012730386744395168,0.6939995992453699,-0.0,1.0,0.5496821666787078,0.45678899760722474,1.0,-0.0,1.0,-0.0
MountainCar-v0#0.6#0.0005#0.00025,0.08986914382980604,0.005829118052941264,0.7075356828627873,0.07,0.2,0.02,0.85,5.111576597359907,27.52078860288905,0.09919593779664967,0.12577960095248358,0.999152987295435,0.011217856670989025,0.011219108434532209,0.0003936704256086982,0.0010196818070590506,0.12523027778648216,0.001019664931650689,0.12579166728361674,0.0,0.2034560302994437,1.0,1.0,0.1659700452803901,0.19975618251480318,0.33344996501049684,1.0
LunarLander-v2#10.0#1714.2857142857142#1.0999999999999999,0.7298967785173303,0.0032946663026536226,0.0,0.11,0.11,0.08,0.08,1.046308069797939,1.478360913366025,0.9386785889737113,0.9926992316184635,0.9817719923351391,0.9504805667589158,0.9504831987112279,-0.0003368407553829559,-0.0003902167519651512,0.9741485686319584,-0.00039059711688476094,0.992702753766409,1.0,0.979743950594559,0.7607088788614357,1.0,0.5820311411187614,0.6514437805942637,0.3021452972746108,1.0
CartPole-v1#0.98#0.1#0.01#0.35#19.0,0.2492490667546441,0.0022979324553982355,0.026210673094108114,0.05,0.06,0.13,0.14,0.5762667669662992,-0.27136314145277485,0.4530051220763647,0.14794961168261575,0.4321106947126972,0.14766285757661402,0.46312798947094036,0.469848770821946,0.0005693793509275054,0.08677553357597823,0.47492805176313896,0.4426432565498041,1.0,1.0,1.0,1.0,0.6135065957865733,0.6135065957865733,1.0,-0.0
CartPole-v1#6.859999999999999#0.1#0.06999999999999999#0.35#19.0,0.24846792334179668,0.002276905304545528,0.029494749856126063,0.05,0.06,0.13,0.14,0.46780281781828814,-0.5868923010131675,0.45537371710655056,0.14803457963882327,0.4312729986331457,0.14770364841923447,0.4674174807603566,0.47022395628955943,0.00042546049489957326,0.08664752855747,0.47565800986430684,0.4438843502880691,-0.0,-0.0,1.0,-0.0,1.0,1.0,1.0,-0.0
CartPole-v1#6.859999999999999#0.7#0.19#0.65#19.0,0.6279655634303749,0.00415678514420159,0.0055588624338624324,0.05,0.05,0.1,0.1,1.619071476083456,2.4182085119485066,0.7911409464879916,0.09546515685637649,0.7426688255825183,0.08957625924814,0.17480792182028213,0.17473367344725993,0.0007571775994953631,0.10182485149035225,0.018980177196738272,0.17623976250649812,0.19751182743292187,0.9510054368377268,1.0,0.08484765479298768,0.15122767857142858,1.0,1.0,-0.0
LunarLander-v2#38.57142857142857#0.0#1.7,0.965129997656936,0.08096186582107784,0.0,0.15,0.15,0.07,0.07,-1.3917718378056507,2.0699505063206285,0.7588044307551391,0.2285561187113427,0.9953212021072892,0.15199953463455407,0.15230909389006708,0.005001429801970439,0.001982310210181056,0.2270790332500666,0.0019837015247932536,0.22893842089482438,0.9794406384771592,0.9844915569078546,1.0,0.9753137317663423,0.9620359428111181,1.0,1.0,0.9964855473939143
LunarLander-v2#27.142857142857142#1428.5714285714287#0.8999999999999999,0.7944517312761517,0.01991798857439875,0.0,0.1,0.1,0.06,0.06,-0.4565098878139697,-0.6401057838309492,0.6521399080778407,0.17084975771411204,0.9901039962490372,0.10601542799859678,0.10638312563465925,0.00028033901895144816,0.0005101752374025134,0.16638064081267626,0.0005127392086055224,0.17139505822481743,0.7946342452556607,0.4966520754883389,1.0,0.3633979519877554,1.0,0.7287607121639278,0.6550108734612617,1.0
CartPole-v1#6.859999999999999#0.1#0.01#0.05#13.0,-4.7630224814271985e-08,-3.873961376803892e-14,1.0,0.0,1.0,0.0,1.0,,,0.30131377764797074,0.44790998367343815,0.29230304908078436,0.4435755126161097,0.3013896792422017,0.677075554499168,-0.0002048269486552926,0.13925046851256506,0.6770525719021504,0.2923795557219817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MountainCar-v0#0.28571428571428564#0.001142857142857143#0.0030357142857142857,0.04702376018417978,0.003379084856248338,0.887679633437186,0.05,0.47000000000000003,0.0,0.9400000000000001,6.083879207117563,37.82720273401126,0.046390350705674856,0.03681085394905107,0.9885865483645692,0.0024225824464206356,0.0024227926125986385,-0.0004065357718874334,0.0010196818070590506,0.03651614359208628,0.0010196762207567713,0.036815089320488395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LunarLander-v2#10.0#2000.0#1.7,0.7714579332239595,0.010710770925745197,0.0,0.13,0.13,0.06,0.06,-0.11191842368444677,-0.44432169439584124,0.9322450036139772,0.9796509443594034,0.9809731612431084,0.9330133571751217,0.9330242569882817,-7.280469710485273e-05,0.00031402349549011343,0.9604956845064805,0.0003141414543777984,0.9796629617545787,0.9704302305800716,0.879900075663129,1.0,0.7140880974234818,1.0,0.3442719649576639,1.0,0.20077008490930684
CartPole-v1#6.859999999999999#1.3#0.06999999999999999#0.65#19.0,0.6353294228877724,0.0025831529845654947,0.002857142857142857,0.07,0.07,0.1,0.1,2.1656696329258156,5.640297794443709,0.8191522280363447,0.09376422776081131,0.8033744029308393,0.08119994713882399,0.107262777566549,0.12871157091367175,0.0008145542993345254,0.10051835049536342,0.004745223695464649,0.11939671873586001,0.6359998918597422,0.3495183252678724,1.0,-0.0,0.18322800738213743,1.0,1.0,0.20287459183255238
CartPole-v1#6.859999999999999#1.9#0.19#0.35#13.0,0.5671030471695984,0.0032296381013608745,0.0023650210084033615,0.08,0.08,0.11,0.11,2.3474695984059006,7.558124655593506,0.7843251881541204,0.1209498377120861,0.8254088673761767,0.0921082458188653,0.1113224226575568,0.12032494817398251,0.0004067184941848713,0.12741699514580013,0.003192596512239254,0.1410836250721507,0.3694563193369875,-0.0,1.0,-0.0,0.710722916827597,1.0,1.0,-0.0
LunarLander-v2#10.0#857.1428571428571#1.2999999999999998,0.9218348565155188,0.009876451299958414,0.0,0.09,0.09,0.07,0.07,1.0956878096596248,1.0481941001350563,0.9320639677127,0.9894931808677615,0.9777464152444137,0.9453469934138137,0.9453496246215551,-0.00018372807044236128,-0.00025023661687834065,0.9671134431202132,-0.0002500707587572147,0.9894967636185231,1.0,0.9956749265404048,0.8532551604745594,1.0,0.8864980857896908,0.5890568653219694,0.5897318007522806,1.0
CartPole-v1#18.62#0.7#0.13#0.95#1.0,0.6637864294421707,0.0034340852417390003,0.0033999236058059592,0.12,0.13,0.06,0.06,0.5670857169207874,-0.1600475147737317,0.3948061873055567,0.2965144924526573,0.9917256327712246,0.08917966376690521,0.09119245939738076,0.009196651210685206,-0.0001260930934800895,0.2980607869901282,-0.00010522870648390899,0.3012952157955009,1.0,0.918255033557047,0.9645771812080539,0.6123222470325539,1.0,0.4453225996004232,1.0,0.4847715736040609
CartPole-v1#0.98#1.9#0.06999999999999999#0.65#13.0,0.6457314965649156,0.007689623145103384,0.0023333333333333335,0.08,0.08,0.11,0.11,4.331983584128479,21.787007923682705,0.7031016285826399,0.09717741025886945,0.8651935244913568,0.06397854346919205,0.06715684438021223,0.08724230823460735,0.0007960953755884841,0.10365531235346609,0.001183546670249989,0.10099296677099616,0.47880229637968724,0.22770428253416813,1.0,0.5778177209464488,1.0,0.7943388803558135,1.0,-0.0
CartPole-v1#0.98#0.1#0.19#0.05#13.0,-4.7630224814271985e-08,-3.873961376803892e-14,1.0,0.0,1.0,0.0,1.0,,,0.30398148047732126,0.4475890359358328,0.290831142330704,0.44134545243879436,0.3041386471240867,0.6775226629531858,-0.0002048269486552926,0.1383362921451434,0.6774751840941926,0.29099012161495963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CartPole-v1#6.859999999999999#1.9#0.01#0.05#1.0,0.523455794551861,0.003933532840318139,0.0033542463075821394,0.08,0.08,0.07,0.07,1.3068372727974809,2.3850371071355934,0.8351904081800414,0.2993760949746924,0.9602924791674039,0.20970851328811002,0.27819959145075396,0.026654623954599263,-5.214079971426233e-05,0.30306438031690913,0.001619256090823076,0.3754174350477937,0.6278928403355142,0.8911447712026281,1.0,0.35677406010223883,0.7552828311680636,1.0,1.0,0.5634644528787737
LunarLander-v2#44.285714285714285#285.7142857142857#1.0999999999999999,0.7017583123072069,0.057158508090776494,0.0,0.12,0.12,0.14,0.14,-1.3497210046140298,4.5356848644296335,0.5801035724821451,0.12186625954885606,0.988714217147745,0.06310234540110188,0.0633574253792163,0.0022940302210909726,0.0014573792739372498,0.12110936759252185,0.0014584918542306015,0.12225626844686237,0.8897304282212777,1.0,0.8788351563423198,0.9814886916705251,1.0,0.9097225078460888,1.0,0.9745414737973132
CartPole-v1#0.98#1.3#0.19#0.65#19.0,0.5281114220319165,0.0019914034452202245,0.0,0.05,0.05,0.11,0.11,3.880518987374824,17.23266460792907,0.8031680360600938,0.10311708934181903,0.7887083834584563,0.089433842243207,0.10642619790727587,0.128382247997634,0.0004903728742954611,0.11155988565813103,0.003108606389798041,0.11981700066037998,0.6089130376855266,0.9600592038487346,1.0,1.0,0.19128097753644802,0.39553258895362653,1.0,0.11431027073485173
CartPole-v1#0.98#1.3#0.13#0.05#13.0,0.490220529740639,0.0030291135705526676,0.0072504459403436375,0.09,0.09,0.12,0.13,1.4021644914818223,2.7295677523652815,0.5630012409845944,0.10936824501638653,0.5186628508419068,0.10935458892257142,0.5507590963740987,0.34637997677021876,5.057674053465235e-05,0.09261683976258696,0.30613116814006924,0.5155625211125819,0.7120530428605257,1.0,0.8650248638408714,0.42932025701724713,0.20324653364896844,1.0,1.0,0.2741236707365104
LunarLander-v2#32.85714285714286#285.7142857142857#1.5,1.0401986297370767,0.07536922243726468,0.0,0.1,0.1,0.09,0.09,-0.6357767447589273,0.9944943368311567,0.5146915347370993,0.12309943133871502,0.9903722313159575,0.06242207120283241,0.06252215134181781,0.0022278308471423004,0.004557131894738006,0.12291405936975348,0.004557265296740053,0.12328239631021892,0.934924783876054,0.8072461721408569,1.0,0.8556027037928284,1.0,0.871781612104124,0.9889485342883968,1.0
LunarLander-v2#10.0#0.0#1.0999999999999999,0.9259542571665249,0.006443378710225067,0.0,0.13,0.13,0.08,0.08,1.2437380935775453,2.1180193051553857,0.9298160384405572,0.9917072169834981,0.9758172087822524,0.9474644351191809,0.9474650485033375,1.7170419321002268e-05,0.00014541887661352222,0.9670560185293069,0.00014517744855915935,0.9917092751014015,1.0,0.9898715095732686,0.7107417037736236,1.0,0.6840038719056565,0.7443072595138024,0.2542468153814209,1.0
CartPole-v1#6.859999999999999#0.7#0.06999999999999999#0.35#7.0,0.5159887715099047,0.0023151737748324302,0.001,0.06,0.06,0.09,0.09,1.786290776714371,3.093151861127958,0.7916101386404508,0.10712052258627261,0.7683799178715339,0.0932929946748742,0.11738248974798242,0.14566612832775808,0.0005598295693985946,0.11533121802610846,0.0048177252919028675,0.13069361113639988,0.3103278097298939,0.30124518345576373,1.0,-0.0,1.0,0.7692022079754448,1.0,-0.0
CartPole-v1#12.74#1.9#0.19#0.95#7.0,0.7156842640300003,0.004005982687095511,0.0022104290899662947,0.09,0.09,0.09,0.09,0.8725240118832773,0.1984661836219983,0.4702665331219622,0.186521270292524,0.9398052151660824,0.06730295761570007,0.0688306425739252,0.051286349356067254,0.000947834022285399,0.19209536190412854,0.0010666862656345893,0.18948693551773546,0.24843092097610908,0.48238304603717397,1.0,0.6297679936725548,1.0,0.48721328763511734,1.0,0.3259347138337647
CartPole-v1#0.98#1.3#0.06999999999999999#0.35#19.0,0.459436353756568,0.0023151737746476947,0.0030046086160216597,0.06,0.06,0.09,0.09,3.1232764699887237,13.00861334170953,0.7703654924012102,0.09645379153698086,0.7117234733337465,0.08967700317257647,0.14936403945674656,0.18234639519288168,0.00035440027163331404,0.10450403733670567,0.014144236095228527,0.1525390680357061,0.6180437690379579,0.9310755673451956,1.0,-0.0,1.0,0.9972693072269841,1.0,0.24739542463934325
CartPole-v1#18.62#1.3#0.13#0.95#1.0,0.5154868204657008,0.0026269027288903348,0.004194546194546195,0.08,0.08,0.08,0.08,0.339819200361646,-0.1926763165945813,0.36225612505118243,0.3146924869825314,0.9974654058277906,0.08746179351624273,0.08910092015635018,0.004204856774667175,-0.00013179495861574027,0.3158697439892479,-0.00012551680670221097,0.3189159383413975,0.38839075564322706,1.0,0.5921969917733296,0.09299538753730677,0.5973252238401014,1.0,1.0,-0.0
LunarLander-v2#38.57142857142857#1428.5714285714287#1.2999999999999998,0.5128888607485207,0.013605845973356234,0.0,0.12,0.12,0.06,0.06,-1.0425068529622323,1.3108144055959228,0.795265897307196,0.2515285956146736,0.9952904160719794,0.18783749884485282,0.1883330969253927,0.0007955632729699623,0.0011217521200710089,0.2503664877613567,0.0011207099615162938,0.25213270693586426,0.1970220070358528,1.0,0.9395675243470334,0.8572965126563049,1.0,0.9396989859605024,1.0,0.4636728588490127
CartPole-v1#12.74#1.3#0.06999999999999999#0.95#13.0,0.7107540364710858,0.0043755316377587505,0.003437260536398468,0.13,0.13,0.11,0.11,2.2119244281172223,7.233143087552124,0.786098582074035,0.0938648254186175,0.8750485013623598,0.06742421964263852,0.07552607791852094,0.07665944586083176,0.00023817560834932464,0.09791574519160674,0.0009287691091074761,0.10279070733983157,0.5117784571120302,0.38457112030210394,1.0,-0.0,1.0,0.9841809274082254,1.0,-0.0
MountainCar-v0#0.4428571428571428#0.001142857142857143#0.007214285714285715,-4.7630224814271985e-08,-3.873961376803892e-14,1.0,0.0,1.0,0.0,1.0,,,0.04167779845064139,0.0401207227934071,0.9757550375600134,0.0024010010865391914,0.002401138205112999,0.00021141339378291218,0.0010196818070590506,0.04014105345191098,0.0010196455675974545,0.04012449432058841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MountainCar-v0#0.4428571428571428#0.0030714285714285717#0.00025,0.9435707256519583,0.10419569428995606,0.010255311738070358,0.09,0.09,0.07,0.15,0.518934568094903,-0.9478031634393167,0.3017224330794937,0.1168302772104073,0.9988233401321887,0.03761538870181246,0.03763614142553898,0.0004861811901700368,0.004862033490702327,0.12146575913383373,0.004861606273659088,0.11689991514041541,0.992401059037926,0.9972721750392555,1.0,1.0,0.9932069095434359,0.47518524015572733,0.9914667396785197,1.0
MountainCar-v0#0.05#0.0017857142857142859#0.008607142857142858,0.004630049803367476,0.0023151737749743315,0.9622557257859736,0.02,0.77,0.0,0.98,9.141283107690407,84.49701847591162,0.043970193915958584,0.005253625541221121,0.9724390538467552,0.0012060311000164931,0.0012061672733371708,-9.946744888752982e-05,0.0010196818070590506,0.005189048770132915,0.0010196627433033628,0.005257001688745417,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
CartPole-v1#6.859999999999999#1.9#0.01#0.95#13.0,0.6202840586412341,0.0023160043631844447,0.0007204968944099379,0.07,0.07,0.15,0.15,2.1042450121307463,5.811795591482792,0.7413216260678006,0.09121387198777049,0.917940882103194,0.06132734682805781,0.06428780539190353,0.06406322913725272,0.0021127012834289294,0.09626286313256914,0.0023511601468968043,0.09478588035296263,-0.0,-0.0,1.0,-0.0,0.3675792601656215,1.0,1.0,-0.0
CartPole-v1#0.98#1.9#0.13#0.05#19.0,0.47261374001969214,0.004094665710341754,0.008248235460191981,0.15,0.15,0.07,0.08,1.4138831234171536,1.9541584009694342,0.5708406919063406,0.10656661456550882,0.5268100289767854,0.10650615122164428,0.5579473480940751,0.36201232028357905,0.00012090306438095431,0.09344320190345003,0.3215595889066641,0.5226393127928747,0.645719629471452,0.24367111909635808,1.0,0.059938965566811414,0.1432854329651754,1.0,1.0,0.2173652711443696
CartPole-v1#18.62#0.1#0.01#0.65#1.0,0.5912764954017267,0.0023502521990494685,0.003339055580434891,0.06,0.06,0.15,0.16,2.0087468018037127,4.322703330702506,0.7935250656760635,0.1499754072890283,0.8470381641100451,0.11069991095382628,0.13317753794701812,0.10679957567434838,0.0008598714056217242,0.1549701322282109,0.003532636237400867,0.17392677272248191,0.7520234785295027,0.29514983008958917,1.0,-0.0,1.0,0.6081289454620717,1.0,0.26682189796129563
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.0030357142857142857,0.5125494052058638,0.025320518888582944,0.15738394153639795,0.09,0.09,0.04,0.42,2.514170216444771,6.436316292347653,0.10422715286758213,0.10000765775369834,0.9895769522101661,0.008425514298274452,0.00842751116091893,0.00016091466840240622,0.000969705850989917,0.09984411809717436,0.0009697019512116122,0.10002441062350123,0.11511041620346138,-0.0,1.0,1.0,0.13658102783616582,-0.0,1.0,-0.0
CartPole-v1#12.74#1.9#0.06999999999999999#0.65#19.0,0.706322967673481,0.004018227203825969,0.0019523809523809524,0.07,0.07,0.11,0.11,1.567195535895699,2.2836530630490284,0.7925311394269712,0.14501456001751842,0.8422971929641543,0.10847469307717156,0.12732403523689964,0.10173544274617637,0.00019149359821423741,0.14701660825876403,0.00235117579908334,0.16500085134887651,0.382663262481159,0.4774258317277174,1.0,0.3782012574754287,0.437126228563046,1.0,1.0,0.21610385463298998
MountainCar-v0#0.4428571428571428#0.001142857142857143#0.001642857142857143,0.0610723936133967,0.002495509839977315,0.8136390883960597,0.06,0.31,0.0,0.9,5.118191495316817,26.25141470569048,0.06124150951627371,0.056963841021666836,0.9936535883291543,0.003837825355285056,0.003838219565435349,-0.00011020611769672264,0.0010196818070590506,0.05707187484456224,0.001019652151151579,0.0569699192695558,0.0,0.7565543071161048,1.0,1.0,0.06424581005586631,0.0,1.0,0.0
CartPole-v1#12.74#1.3#0.13#0.65#13.0,0.6137697019974437,0.0020286382465142527,0.002112794612794613,0.1,0.1,0.09,0.09,1.64607279956525,2.126666195546939,0.8084517695475256,0.10837186471749753,0.8562109550742429,0.08360743894640812,0.09995779916362553,0.10360137601885427,6.129923199625634e-05,0.11351718981105177,0.0019677991001635247,0.12559160223642538,0.3566726607154325,0.25139682743561753,1.0,0.4347289066825675,0.9478470122236893,1.0,1.0,-0.0
CartPole-v1#0.98#1.3#0.19#0.95#7.0,0.8043133713463921,0.007032551904304318,0.0,0.1,0.1,0.11,0.11,2.7393236898076037,9.195697734642112,0.6133162003811174,0.11988847260285855,0.9169694851090843,0.06288321396621559,0.06429815650046061,0.06445505503288773,0.0003366367406024844,0.12358621224812084,0.000473320312043663,0.121918157022792,1.0,-0.0,0.9835873084952593,-0.0,0.4195435369645624,1.0,1.0,-0.0
CartPole-v1#0.98#0.7#0.01#0.65#19.0,0.6281564003222573,0.004454644738690602,0.004490668852081895,0.06,0.06,0.11,0.11,2.5627246490981666,8.214617789090989,0.7776931700709708,0.09029536725223482,0.72571950755986,0.08600342446559561,0.17005138765435207,0.18208012340620808,0.0006380932491344048,0.0971763066599331,0.020190307180547772,0.1695782389115391,0.4362005946854396,0.4362005946854396,1.0,-0.0,0.38271566747097274,1.0,1.0,-0.0
MountainCar-v0#0.5214285714285714#0.0037142857142857147#0.007214285714285715,0.011737315539080844,0.003810346514678096,0.9607464686399974,0.02,0.71,0.0,0.98,9.630432563094631,91.93665826020187,0.14265631949670246,0.030330561414612156,0.9793785678846804,0.004105444850136092,0.004108093373906885,-3.936986766949318e-05,0.0010196818070590506,0.029631464500174166,0.0010196307057049527,0.0303480498965768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
